| Configuration: Fuel Internal - N2O External | | | | | | | | | | Configuration: N2O Internal - Fuel External | | | | | | | | |
| ------------------------------------------- | --------- | ---- | ---------- | ----------- | --------- | ------ | --------------------- | ----------------- | ------------ | ------------------------------------------- | | | ------------- | --------- | ---- | ---------- | ----------- | ------------------ |
| | | | | | | | | | | | | | | | | | | | | | | | | |
| Hole diameter | Hole area | Rows | Holes/Rows | Total holes | Mass flow | Error | Angular spacing [deg] | Arc distance [mm] | rPintle [mm] | Annulus width [mm] | | | Hole diameter | Hole area | Rows | Holes/Rows | Total holes | Mass flow | Error | Angular spacing [deg] | Arc distance [mm] | rPintle [mm] | Annulus width [mm] | |
| 0,80 mm | 0.502655 | 3 | 10 | 30 | 0.4632 | 0.52% | 36.00 | 6.363 | 11.40 | 0.59 | | | 0,80 mm | 0.5026548 | 3 | 30 | 90 | 1.3251 | 1.86% | 12.00 | 1.588 | 11.40 | 0.21 | |
| 0,80 mm | 0.502655 | 3 | 10 | 30 | 0.4632 | 0.52% | 36.00 | 7.159 | 12.67 | 0.53 | | | 0,80 mm | 0.5026548 | 3 | 30 | 90 | 1.3251 | 1.86% | 12.00 | 1.853 | 12.67 | 0.19 | |
| 0,80 mm | 0.502655 | 4 | 7 | 28 | 0.4323 | 7.15% | 51.43 | 6.022 | 7.60 | 0.86 | | | 0,80 mm | 0.5026548 | 4 | 22 | 88 | 1.2956 | 4.04% | 16.36 | 1.371 | 7.60 | 0.31 | |
| 0,80 mm | 0.502655 | 4 | 7 | 28 | 0.4323 | 7.15% | 51.43 | 7.159 | 8.87 | 0.75 | | | 0,80 mm | 0.5026548 | 4 | 22 | 88 | 1.2956 | 4.04% | 16.36 | 1.732 | 8.87 | 0.27 | |
| 0,80 mm | 0.502655 | 4 | 7 | 28 | 0.4323 | 7.15% | 51.43 | 8.296 | 10.13 | 0.66 | | | 0,80 mm | 0.5026548 | 4 | 22 | 88 | 1.2956 | 4.04% | 16.36 | 2.094 | 10.13 | 0.24 | |
| 0,80 mm | 0.502655 | 4 | 7 | 28 | 0.4323 | 7.15% | 51.43 | 9.433 | 11.40 | 0.59 | | | 0,80 mm | 0.5026548 | 4 | 22 | 88 | 1.2956 | 4.04% | 16.36 | 2.456 | 11.40 | 0.21 | |
| 0,80 mm | 0.502655 | 4 | 7 | 28 | 0.4323 | 7.15% | 51.43 | 10.570 | 12.67 | 0.53 | | | 0,80 mm | 0.5026548 | 4 | 22 | 88 | 1.2956 | 4.04% | 16.36 | 2.818 | 12.67 | 0.19 | |
| 0,80 mm | 0.502655 | 5 | 6 | 30 | 0.4632 | 0.52% | 60.00 | 7.159 | 7.60 | 0.86 | | | 0,80 mm | 0.5026548 | 5 | 18 | 90 | 1.3251 | 1.86% | 20.00 | 1.853 | 7.60 | 0.31 | |
| 0,80 mm | 0.502655 | 5 | 6 | 30 | 0.4632 | 0.52% | 60.00 | 8.485 | 8.87 | 0.75 | | | 0,80 mm | 0.5026548 | 5 | 18 | 90 | 1.3251 | 1.86% | 20.00 | 2.295 | 8.87 | 0.27 | |
| 0,80 mm | 0.502655 | 5 | 6 | 30 | 0.4632 | 0.52% | 60.00 | 9.812 | 10.13 | 0.66 | | | 0,80 mm | 0.5026548 | 5 | 18 | 90 | 1.3251 | 1.86% | 20.00 | 2.737 | 10.13 | 0.24 | |
